2016,010001,00001,1000,912100,Retribuciones de altos cargos,168.182,121.367
2016,010001,00001,1100,912100,Retribuciones del personal eventual,58.968,42.054
2016,010001,00001,1200,912100,Retribuciones del personal fijo,10,0
2016,010001,00001,1210,912100,Retribuciones del personal contratado para cubrir plazas reservadas,10,0
2016,010001,00001,1211,912100,Retribuciones del personal contratado para cubrir vacantes,10,0
2016,010001,00001,2200,912100,Material de oficina,5.400,4.516
2016,010001,00001,2202,912100,"Prensa, revistas, libros y otras publicaciones",1.743,1.218
2016,010001,00001,2261,912100,Gastos diversos de la Sra. Consejera y Gabinete,857,299
2016,010001,00001,2301,912100,Gastos de viaje de la Sra. Consejera y Gabinete,3.800,625
2016,010001,00100,1200,921100,Retribuciones del personal fijo,532.869,350.821
2016,010001,00100,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,66.553,44.373
2016,010001,00100,1211,921100,Retribuciones del personal contratado para cubrir vacantes,55.940,39.957
2016,010001,00100,2190,921100,Reparación y mantenimiento de otros bienes muebles,7.900,6.136
2016,010001,00100,2200,921100,Material de oficina,13.000,10.772
2016,010001,00100,2202,921100,"Prensa, revistas, libros y otras publicaciones",1.060,1.060
2016,010001,00100,2266,921100,"Reuniones, conferencias y cursillos",500,270
2016,010001,00100,2269,921100,Otros gastos diversos,729,476
2016,010001,00100,2273,921100,Servicios informáticos,463,226
2016,010001,00100,2276,921100,Estudios y trabajos técnicos,1.588,1.588
2016,010001,00100,2301,921100,Locomoción y gastos de viaje,4.000,3.875
2016,010001,00100,4809,921100,Indemnizaciones por responsabilidad patrimonial,10,0
2016,010001,00100,4809,921102,Ejecución de sentencias,29.428,29.428
2016,010001,00100,6020,921100,Obras en edificios institucionales,10,0
2016,010001,00100,6031,921100,Instalaciones,10,0
2016,010001,00100,6050,921100,Mobiliario y equipo de oficina,1.000,442
2016,010001,00100,6060,921100,Equipos para procesos de información,12.000,9.543
2016,010001,01000,1000,921100,Retribuciones de altos cargos,55.856,39.897
2016,010001,01000,1200,921100,Retribuciones del personal fijo,57.386,37.960
2016,010001,01000,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,0
2016,010001,01000,1211,921100,Retribuciones del personal contratado para cubrir vacantes,10,0
2016,010001,01000,2160,921100,Reparación y mantenimiento de equipos y programas,1.000,0
2016,010001,01000,2273,921100,Servicios informáticos,1.576,0
2016,010001,01000,2275,921100,Procesos electorales,9.706,9.706
