2024,010002,01300,3010,000000,"Tasas por actuaciones de los Registros de Asociaciones, de Fundaciones y de Colegios Profesionales",9000,9000,0,0%,0
2024,111000,11300,4800,000002,"Donaciones, herencias y legados testamentarios",10,10,0,0%,0
2024,111002,11300,5300,000000,"Dividendos, participaciones y beneficios",10,10,0,0%,0
2024,113002,12000,8700,000004,"Remanente de tesorería afecto al Fondo 0,7%",0,0,0,-,0
2024,152000,17500,1015,000002,"Fondo 0,7% IS de otros fines de interés social",285000,285000,0,0%,0
2024,157001,17A00,1005,000002,"Fondo 0,7% IRPF de otros fines de interés social",11705000,11705000,0,0%,0
2024,220001,22300,7400,000000,"Aportación de Canal de Navarra, S.A., por expropiación de terrenos y servicios",10,10,0,0%,0
2024,320000,32100,8311,000000,"Amortización de préstamos para viviendas, locales y suelo. Particulares",53400,53400,0,0%,0
2024,410001,41800,5400,000000,"Ingresos por arrendamiento de ""Casa Maxurrenea""",36140,36140,0,0%,0
2024,520000,51200,4000,000000,"Transferencias del Ministerio de Sanidad, Servicios Sociales",10,10,0,0%,0
2024,540002,52833,4000,000000,"Transferencias corrientes FOGA, fondos de cohesión sanitaria",10,10,0,0%,0
2024,540005,52831,7000,000002,"Transferencias de capital Convenio Farmaindustria, Ministerio de Sanidad, Consumo y Bienestar Social",0,0,0,-,0
2024,700000,70000,3090,000000,"Canon de ocupación ""Soto Berbel""",10,10,0,0%,0
2024,700000,70100,4000,000000,"Transferencias para estadística del Ministerio de Agricultura, Pesca y Alimentación",84206,84206,0,0%,0
2024,710002,71200,4904,000000,"Ingresos FEAGA Programas Escolares de consumo de frutas, hortalizas y leche",300000,300000,0,0%,0
2024,720001,72400,4903,000000,"Ingresos del Organismo Pagador, retención por irregularidades. FEADER",10000,10000,0,0%,0
2024,740004,74400,4800,000000,"Fondo Climático. Donaciones, herencias, aportaciones y ayudas",10,10,0,0%,0
2024,820005,82600,3800,000000,"Reintegros de subvenciones a la investigación, al desarrollo y a la innovación",10,10,0,0%,0
2024,A50003,A5200,3129,000000,"Centro de Estudios, Investigación y Medicina Deportiva (CEIMD)",10,10,0,0%,0
2024,F40000,F4500,3010,000000,"Tasas por informes, certificados y demás actuaciones administrativas",150000,150000,0,0%,0
2024,F41000,F4100,3090,000000,"Tasas por informes, acompañamientos y otros",100500,100500,0,0%,0
2024,F43000,F4300,3090,000000,"Tasas por servicios de prevención, extinción de incendios y salvamento",20,20,0,0%,0
2024,010001,00100,3990,000000,Otros ingresos,10,10,0,0%,0
2024,010003,01010,3304,000002,Publicación de anuncios,100000,100000,0,0%,0
2024,010004,01100,3990,000000,Ingresos por ejecución de sentencias,45000,45000,0,0%,0
2024,010005,01700,4600,000000,Ingresos de entidades locales para el servicio de atención ciudadana,340000,340000,0,0%,0
2024,031000,03100,4900,000002,Proyecto NEAR Interreg Europe. Transferencias corrientes,82804,82804,0,0%,0
2024,060001,06100,3090,000000,Tasas por servicios audiovisuales,1500,1500,0,0%,0
2024,060005,06220,3304,000000,Ventas en el Fondo de Publicaciones,60000,60000,0,0%,0
2024,080000,08000,3800,000000,Ingresos por devolución de subvenciones,10,10,0,0%,0
2024,080000,08000,5201,000000,Intereses de aplazamientos,10,10,0,0%,0
2024,100000,10100,3010,000000,Tasas por servicios administrativos,10,10,0,0%,0
2024,100000,10100,3800,000000,Reintegros,10,10,0,0%,0
2024,100000,10100,3990,000000,Otros ingresos derivados de expropiaciones,35000,35000,0,0%,0
2024,111000,11300,3910,000000,Penalizaciones por incumplimientos de contratos,10,10,0,0%,0
2024,111000,11300,3990,000000,Otros ingresos,10,10,0,0%,0
2024,111000,11300,3990,000002,Herencias legales,10,10,0,0%,0
2024,111000,11300,3990,000003,Ingresos por indemnizaciones de aseguradoras,10,10,0,0%,0
2024,111000,11300,3990,000004,Ingresos por saldos y depósitos abandonados,10,10,0,0%,0
2024,111000,11300,8401,000000,Ingresos por obligaciones afianzadas,10,10,0,0%,0
2024,111001,11300,6120,000000,Venta de bienes muebles,10,10,0,0%,0
2024,111002,11300,3990,000000,Comisiones de avales,10,10,0,0%,0
2024,111002,11300,5000,000000,Intereses de títulos valores,10,10,0,0%,0
2024,111002,11300,5201,000000,Intereses de venta de bienes inmuebles a NASUVINSA,36621,36621,0,0%,0
2024,111002,11300,5201,000002,Intereses de aplazamientos,60000,60000,0,0%,0
2024,111002,11300,5400,000000,Rentas de inmuebles,114000,114000,0,0%,0
2024,111002,11300,5400,000002,Arrendamiento Petilla de Aragón,10,10,0,0%,0
2024,111002,11300,5500,000000,Concesión demanial garajes González Tablas,10,10,0,0%,0
2024,111002,11300,6000,000000,Venta de terrenos,2008000,2008000,0,0%,0
2024,111002,11300,6000,000002,Reversión de terrenos,10,10,0,0%,0
