2024,010000,00000,1000,912100,Retribuciones de altos cargos,274614,281472,"281465,8"
2024,010000,00000,1100,912100,Retribuciones del personal eventual,103497,106085,"106079,12"
2024,010000,00000,2202,912100,"Prensa, revistas, libros y otras publicaciones",4000,4000,"3464,57"
2024,010000,00000,2269,912100,Gastos diversos de la Sra. Presidenta,8500,8500,"2894,93"
2024,010000,00000,2301,912100,Gastos de viaje de la Sra. Presidenta y Gabinete,13000,13000,"22464,21"
2024,010000,00000,6059,912100,Equipos de telefonía móvil,2000,2000,"3218,67"
2024,010001,00001,1000,921100,Retribuciones de altos cargos,135423,138806,"138801,18"
2024,010001,00001,1100,921100,Retribuciones del personal eventual,104480,107093,"107086,14"
2024,010001,00001,2200,921100,Material de oficina,3000,3000,"557,9"
2024,010001,00001,2202,921100,"Prensa, revistas, libros y otras publicaciones",2200,2200,0
2024,010001,00001,2261,921100,Gastos diversos del Sr. Consejero y Gabinete,1000,1000,1637
2024,010001,00001,2301,921100,Gastos de viaje del Sr. Consejero y Gabinete,5000,5000,"2426,98"
2024,010001,00001,6059,921100,Equipos de telefonía móvil,2000,2000,"333,96"
2024,010001,00100,1200,921100,Retribuciones del personal fijo,465988,"577548,11","558906,47"
2024,010001,00100,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,12,0
2024,010001,00100,1211,921100,Retribuciones del personal contratado para cubrir vacantes,163927,"37022,58","34363,2"
2024,010001,00100,1220,921100,Retribuciones del personal contratado temporal,25675,"54717,28","27044,49"
2024,010001,00100,1250,921100,Retribuciones del personal contratado para sustituciones,65000,"159344,61","127719,27"
2024,010001,00100,1400,921100,Retribuciones personales,1487525,"1362720,91","1271380,74"
2024,010001,00100,1600,921100,Seguridad social,2117683,"2187927,24","2126035,19"
2024,010001,00100,1703,921100,Remuneración por trabajo en días festivos,25069,"25745,29","1777,07"
2024,010001,00100,1705,921100,Complemento por trabajo en turnos de noche,1305,"1398,07","849,45"
2024,010001,00100,1707,921100,Remuneración por trabajo a turnos,4304,4412,0
2024,010001,00100,2061,921100,Arrendamiento de programas y licencias,6500,6500,"9747,7"
2024,010001,00100,2200,921100,Material de oficina,4000,4000,"663,87"
2024,010001,00100,2266,921100,"Reuniones, conferencias y cursillos",3000,3000,1210
2024,010001,00100,2269,921100,Otros gastos diversos,16000,16000,"814,33"
2024,010001,00100,2276,921100,Estudios y trabajos técnicos,12600,12600,2299
2024,010001,00100,4809,921100,Indemnizaciones por responsabilidad patrimonial,10,10,0
2024,010001,00100,4809,921102,Ejecución de sentencias,40000,"43128,75","43128,75"
2024,010001,00100,6031,921100,Instalaciones,198764,"154155,41","72338,91"
2024,010001,00100,6054,921100,Material técnico,0,0,"9696,07"
2024,010001,00100,6059,921100,Mobiliario y equipo,20000,"25617,49","6007,53"
2024,010001,00100,6060,921100,Equipos para procesos de información,60000,"96608,59","96608,59"
2024,010001,01000,1000,921100,Retribuciones de altos cargos,64553,66167,"66163,58"
2024,010001,01000,1200,921100,Retribuciones del personal fijo,73536,"88164,08","75470,4"
2024,010001,01000,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,12,0
2024,010001,01000,1211,921100,Retribuciones del personal contratado para cubrir vacantes,62413,"32618,08","27905,22"
2024,010001,01000,2020,921100,Arrendamiento Oficinas-ONA 100% accesible,90780,90780,"93161,76"
2024,010001,01000,2020,921102,Arrendamiento de locales,63308,63308,"26014,74"
2024,010001,01000,2200,921100,Material de oficina,2000,2000,"2587,86"
2024,010001,01000,2202,921100,"Prensa, revistas, libros y otras publicaciones",1000,1000,389
2024,010001,01000,2262,921100,Campañas medidas de accesibilidad universal,0,0,9075
2024,010001,01000,2264,921100,Gastos de comunidad oficinas,25413,25413,"5728,94"
2024,010001,01000,2269,921100,Accesibilidad universal,150000,150000,"124066,13"
2024,010001,01000,2269,921102,Gastos diversos,35000,35000,"48632,52"
2024,010001,01000,2280,921100,"Energía eléctrica, agua y calefacción",317850,317850,"110747,59"
2024,010001,01000,2301,921100,Locomoción y gastos de viaje,2000,2000,"7850,16"
2024,010001,01000,6020,921100,Obras en Palacio de Navarra y otros edificios institucionales,150166,"142637,38","114725,77"
2024,010001,01000,6050,921102,Mobiliario,45000,"60528,62","68744,32"
2024,010001,01000,6059,921103,Móviles,1500,1500,"364,26"
2024,010001,01000,6094,921100,Sistemas de información,3000,3000,"18810,66"
2024,010001,01020,2100,921100,Encargo a GAN. Mantenimiento jardines del Palacio de Navarra,32100,32100,"30621,26"
2024,010001,01020,2120,921100,Mantenimiento de instalaciones,110000,110000,"94034,55"
2024,010001,01020,2190,921100,Reparación y mantenimiento de otros bienes muebles,3000,3000,"1520,85"
2024,010001,01020,2273,921100,Digitalización,60000,60000,"3302,59"
2024,010002,01300,1200,921B00,Retribuciones del personal fijo,515428,"524558,74","517224,88"
2024,010002,01300,1210,921B00,Retribuciones del personal contratado para cubrir plazas reservadas,21587,"480,16","475,8"
2024,010002,01300,1211,921B00,Retribuciones del personal contratado para cubrir vacantes,187701,"231044,16","230660,35"
2024,010002,01300,2061,921B00,Licencias de bases de datos de jurisprudencia y legislación,50000,50000,"58224,97"
2024,010002,01300,2160,921B00,Reparación y mantenimiento de equipos y programas informáticos,6900,6900,"297,01"
2024,010002,01300,2200,921B00,Material de oficina,5000,5000,"4579,31"
2024,010002,01300,2221,921B00,Comunicaciones postales y cartería,830000,830000,"872130,94"
2024,010002,01300,2271,921B02,Servicios de limpieza y aseo,3000,3000,737
2024,010002,01300,2273,921B00,Mantenimiento Aplicaciones Ley 39/2015,63100,63100,"33610,19"
2024,010002,01300,2276,921B00,Estudios y trabajos técnicos,8000,8000,"5426,85"
2024,010002,01300,2280,921B00,"Energía eléctrica, agua y calefacción",2000,2000,"562,09"
2024,010002,01300,2284,921B00,Material de limpieza y aseo,23000,23000,"11089,48"
2024,010002,01300,2400,921B00,Encuadernaciones y microfilmaciones,2000,2000,"1129,44"
2024,010002,01300,6094,921B00,Desarrollo Aplicaciones Ley 39/2015,43000,43000,"36048,66"
2024,010003,01000,1200,921600,Retribuciones del personal fijo,347639,"348244,46","314298,37"
2024,010003,01000,1210,921600,Retribuciones del personal contratado para cubrir plazas reservadas,28050,"26556,72","24547,94"
2024,010003,01000,1211,921600,Retribuciones del personal contratado para cubrir vacantes,80031,82034,"78088,61"
2024,010003,01000,2273,921600,Mantenimiento aplicaciones informáticas del BON,6000,6000,"834,9"
2024,010003,01000,6094,921600,Desarrollo aplicaciones del Boletín Oficial de Navarra,30000,30000,"27132,01"
2024,010004,01100,1200,921700,Retribuciones del personal fijo,957287,"930590,76","822431,14"
2024,010004,01100,1210,921700,Retribuciones del personal contratado para cubrir plazas reservadas,10,"20705,39","17397,58"
2024,010004,01100,1211,921700,Retribuciones del personal contratado para cubrir vacantes,187090,"218122,02","215963,06"
2024,010004,01100,2200,921700,Material de oficina,5000,5000,"8382,74"
2024,010004,01100,2202,921700,Adquisición de libros para la biblioteca central,1000,1000,"570,58"
2024,010004,01100,2263,921700,Gastos jurídico-contenciosos,12000,12000,"1529,52"
2024,010004,01100,2266,921700,Formación,2500,2500,"10457,01"
2024,010004,01100,2400,921700,Revista jurídica de Navarra y otras colaboraciones,7000,7000,0
2024,010005,01700,1200,921100,Retribuciones del personal fijo,452358,"468877,16","436980,85"
2024,010005,01700,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,51981,"28863,56","28858,65"
2024,010005,01700,1211,921100,Retribuciones del personal contratado para cubrir vacantes,135721,"166664,02","166656,71"
2024,010005,01700,2020,924900,Gastos de alquiler OAC Tudela,75000,75000,"55785,24"
2024,010005,01700,2200,924900,Material de oficina,4000,4000,"2894,05"
2024,010005,01700,2269,921100,Gastos de funcionamiento del Consejo de Transparencia de Navarra,28000,28000,"3414,59"
2024,010005,01700,2269,921103,Plan de Gobierno Abierto,78000,78000,"71873,61"
2024,010005,01700,2269,921104,Gastos de funcionamiento del Consejo Navarro de Participación Ciudadana,2000,2000,0
2024,010005,01700,2276,921100,Gastos Plan de Apertura de Datos y Reutilización,18000,18000,"20214,42"
2024,010005,01700,2279,924900,Encargo a TRACASA Instrumental. Teléfono de atención ciudadana 012,626178,626178,"391902,26"
2024,010005,01700,2279,924903,Gastos de mantenimiento de oficinas Atención ciudadana,10000,10000,"10631,04"
2024,010005,01700,2279,924904,Encargo a NASERTIC. Gestión Oficinas Atención ciudadana,217867,217867,"217863,95"
2024,010005,01700,2279,924905,Actividades y proyectos de atención ciudadana,100000,100000,"35290,38"
2024,010005,01700,2279,924906,Promoción de la participación ciudadana y voluntariado,129000,129000,"169433,15"
2024,010005,01700,2279,924907,Encargo a NASERTIC. Voluntariado Navarra,165000,165000,"90277,4"
2024,010005,01700,2279,924908,Encargo a TRACASA Instrumental. Mantenimiento y soporte Registr@,0,0,41250
2024,010005,01700,2279,924909,Encargo a NASERTIC. Teléfono de atención ciudadana 012,0,0,"202797,68"
2024,010005,01700,4609,924900,Subvención a entidades locales para proyectos que fomenten la participación ciudadana,130000,130000,"129999,63"
2024,010005,01700,4819,924900,Subvención a asociaciones y otras entidades sin ánimo de lucro proyectos fomento de la participación,70000,70000,"65735,74"
2024,010005,01700,6094,921100,Desarrollos de Gobierno Abierto,178000,178000,"173157,52"
2024,010005,01700,6094,921103,Interoperabilidad informática Consejo Transparencia,25000,25000,18150
2024,010007,01600,1200,921A00,Retribuciones del personal fijo,597229,"500786,73","469698,88"
2024,010007,01600,1210,921A00,Retribuciones del personal contratado para cubrir plazas reservadas,10,"54532,11","43841,84"
2024,010007,01600,1211,921A00,Retribuciones del personal contratado para cubrir vacantes,315199,"293566,82","284771,53"
2024,010007,01600,2200,921A00,Material de oficina,7000,7000,"16460,48"
2024,010007,01600,2239,921A00,Otros gastos de transporte,1000,1000,0
2024,010007,01600,2264,921A00,Gastos de comunidad,9700,9700,"15556,41"
2024,010007,01600,2266,921A00,"Reuniones, conferencias y cursillos",400,400,0
2024,010007,01600,2269,921A00,Otros gastos diversos,910,910,0
2024,010007,01600,2280,921A00,"Energía eléctrica, agua y calefacción",20000,20000,"7736,68"
2024,010007,01600,6094,921A00,Sistemas de información,14000,14000,0
2024,010008,01200,1200,921100,Retribuciones del personal fijo,58947,60421,"60417,28"
2024,010008,01200,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,12,0
2024,010008,01200,1211,921100,Retribuciones del personal contratado para cubrir vacantes,41870,42918,"42914,52"
2024,010008,01200,2269,921100,Gastos de funcionamiento Unidad Delegada de Protección de Datos,20000,20000,"13845,32"
2024,010008,01200,6094,921100,Desarrollos de Protección de Datos,1000,1000,0
2024,030000,03000,1000,921100,Retribuciones de altos cargos,64553,66167,"66163,58"
2024,030000,03000,1200,921100,Retribuciones del personal fijo,10,"25046,59","25028,27"
2024,030000,03000,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,"23818,96","23806,5"
2024,030000,03000,1211,921100,Retribuciones del personal contratado para cubrir vacantes,79207,"5044,81","5036,37"
2024,030000,03100,1200,921100,Retribuciones del personal fijo,141409,"97630,26","96445,26"
2024,030000,03100,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,12,0
2024,030000,03100,1211,921100,Retribuciones del personal contratado para cubrir vacantes,42071,"42921,37","42918,27"
2024,030000,03300,1200,921100,Retribuciones del personal fijo,40593,"39707,98","39703,62"
2024,030000,03300,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,12,0
2024,030000,03300,1211,921100,Retribuciones del personal contratado para cubrir vacantes,83740,"43709,99","15672,68"
2024,030000,03300,1220,921100,Proyecto TRANSIS LAB Interreg Poctefa. Retribuciones del personal contratado temporal,0,0,"19648,77"
2024,030000,03300,2150,921100,Reparación y conservación,0,0,"1347,01"
2024,030000,03300,2200,921100,Material de oficina,0,0,"520,17"
2024,030000,03300,2262,921100,Difusión y comunicación actividades,18150,18150,"2999,9"
2024,030000,03300,2262,921102,Agenda 2030 - Campaña comunicación,18150,18150,"127054,25"
2024,030000,03300,2264,921100,Gastos de comunidad de propietarios,1200,1200,"1473,08"
2024,030000,03300,2266,921100,Organización de Eventos y jornadas,25000,25000,"290,4"
2024,030000,03300,2269,921100,Otros gastos diversos,10,10,"4203,72"
2024,030000,03300,2276,921100,Servicios externos para el soporte y la toma de decisiones,170000,170000,"94032,19"
2024,030000,03300,2276,921102,Encargo a TRACASA. Migración datos de EELL SediPuAlba,90000,90000,0
2024,030000,03300,2276,921103,Gestores de Proyectos TIC para desarrollo de Líneas de Trabajo estratégicas,150000,150000,"19601,05"
2024,030000,03300,2276,921104,Desarrollo Participado de un Plan Estratégico de modernización digital de la Administración Local de Navarra,80000,80000,0
2024,030000,03300,2276,921105,Correos LAB - Proceso participativo. Participación del proyecto,2500,2500,0
2024,030000,03300,2276,921106,Correos LAB. Encomienda de gestión del servicio,20000,20000,0
2024,030000,03300,2276,921107,"Soporte a la Planificación Estratégica (plan mejora, líneas horizontales, pautas seg. de P.Estratégicos, formación)",135000,135000,"181756,09"
2024,030000,03300,2276,921108,VIDAAS - Dinamización 2024,18150,18150,0
2024,030000,03300,2276,921109,Encargo a NASERTIC. Gestión servicio centro VIDAAS,84634,84634,"78360,97"
2024,030000,03300,2276,921110,Encargo a NASUVINSA-LURSAREA. Estudios y trabajos para Agenda 2030,60000,60000,"54936,86"
2024,030000,03300,2276,921111,Encargo a NASERTIC. Gestión de la Estrategia de Digitalización de EELL,0,0,"80836,79"
2024,030000,03300,2279,921100,Identificación de oportunidades en proyectos europeos,54450,54450,"3450,8"
2024,030000,03300,2280,921100,"Energía eléctrica, agua y calefacción",5450,5450,"3413,06"
2024,030000,03300,2301,921100,Eventos y jornadas externos,10902,10902,"7075,18"
2024,030000,03300,2301,921102,Proyecto TRANSIS LAB Interreg Poctefa. Gastos de viaje,0,0,345
2024,030000,03300,4819,921105,Convenio con NAIR Center para investigación en inteligencia artificial,10,10,0
2024,030000,03300,6031,921100,Reforma centro VIDAAS,100000,100000,"85229,05"
2024,030000,03300,6031,921102,Instalaciones,0,0,"2256,79"
2024,030000,03300,6094,921100,Licencias de software,3000,3000,"1847,65"
2024,030000,03300,6094,921102,MRR Encargo a TRACASA Instrumental. Modernización padrón municipal de Entidades Locales,0,"96268,6","37417,8"
2024,031000,03100,1000,233100,Retribuciones de altos cargos,64553,66167,"66163,58"
2024,031000,03100,1200,233100,Retribuciones del personal fijo,300517,"316953,28","279026,41"
