2014,C00000,C0000,4459,912200,Transferencias corrientes del Gobierno de Navarra,"365.279,08"
2014,C00000,C0000,7459,912200,Transferencias de capital del Gobierno de Navarra,"4.364,46"
2014,A00001,A0001,1000,912100,Retribuciones de altos cargos,"92.472,66"
2014,A00001,A0001,1100,912100,Retribuciones del personal eventual,"215.134,64"
2014,A00001,A0001,1200,912100,Retribuciones del personal fijo,
2014,A00001,A0001,1210,912100,Retribuciones del personal contratado para cubrir plazas reservadas,
2014,A00001,A0001,1211,912100,Retribuciones del personal contratado para cubrir vacantes,
2014,A00001,A0001,2202,912100,"Prensa, revistas, libros y otras publicaciones","4.709,68"
2014,A00001,A0001,2269,912100,Gastos diversos de la Sra. Presidenta,"3.918,43"
2014,A00001,A0001,2301,912100,Gastos de viaje de la Sra. Presidenta y Gabinete,"10.548,43"
2014,A00002,A0002,1000,331100,Retribuciones de altos cargos,"80.679,06"
2014,A00002,A0002,1100,331100,Retribuciones del personal eventual,"113.857,37"
2014,A00002,A0002,1200,331100,Retribuciones del personal fijo,
2014,A00002,A0002,1210,331100,Retribuciones del personal contratado para cubrir plazas reservadas,
2014,A00002,A0002,1211,331100,Retribuciones del personal contratado para cubrir vacantes,
2014,A00002,A0002,2120,331100,"Reparación, mantenimiento y conservación de edificios","8.346,94"
2014,A00002,A0002,2150,331100,Conservación y reparación de mobiliario y enseres,"4.425,09"
2014,A00002,A0002,2200,331100,Material de oficina,"7.949,17"
2014,A00002,A0002,2200,331102,Material diverso,"5.888,75"
2014,A00002,A0002,2202,331100,"Suscripciones, libros y prensa","2.303,80"
2014,A00002,A0002,2221,331100,Comunicaciones postales,"22.778,82"
2014,A00002,A0002,2230,331100,"Mensajería, reparto y transportes","526,92"
2014,A00002,A0002,2262,331100,Publicidad y propaganda,
2014,A00002,A0002,2266,331100,Inscripción para cursos,
2014,A00002,A0002,2267,331100,Gastos de oposiciones y otras pruebas de selección,
2014,A00002,A0002,2269,331100,Gastos diversos del Sr. Consejero y Gabinete,"1.074,97"
2014,A00002,A0002,2269,331102,Gastos diversos,"9.935,64"
2014,A00002,A0002,2271,331100,Contratación de servicios de limpieza,"74.285,37"
2014,A00002,A0002,2273,331100,Servicios informáticos. Asistencia técnica primer nivel,"125.935,90"
2014,A00002,A0002,2276,331100,"Auditorías, estudios e informes",
2014,A00002,A0002,2280,331100,Luz y agua,"22.482,68"
2014,A00002,A0002,2281,331100,Calefacción,"15.116,08"
2014,A00002,A0002,2285,331100,Vestuario,"1.332,54"
2014,A00002,A0002,2301,331100,Gastos de viaje del Sr. Consejero y Gabinete,"9.203,00"
2014,A00002,A0002,2301,331102,Locomoción y gastos de viaje,"495,09"
2014,A00002,A0002,2339,331100,Consejo Navarro de Cultura,"26.070,29"
2014,A00002,A0002,6020,331100,Acondicionamiento del Departamento,
2014,A00002,A0002,6050,331100,Mobiliario y equipamiento,"36.100,74"
2014,A00002,A0002,6054,331100,Material técnico,"1.150,00"
2014,A00002,A0002,6060,331100,Equipos informáticos,"4.452,45"
2014,A00002,A0100,1200,331100,Retribuciones del personal fijo,"514.138,10"
2014,A00002,A0100,1210,331100,Retribuciones del personal contratado para cubrir plazas reservadas,"28.353,78"
2014,A00002,A0100,1211,331100,Retribuciones del personal contratado para cubrir vacantes,"3.252,68"
2014,A00002,A0100,1220,331100,Retribuciones del personal contratado temporal,"25.730,18"
