2015,010002,01300,3010,000000,"Tasas por actuaciones del Registro de Asociaciones, del Registro de Fundaciones y del Registro de Colegios Profesionales",7.000,8.442
2015,010003,01500,3304,000002,Publicación de anuncios,230.000,166.125
2015,010004,01100,3990,000000,Otros ingresos,231.181,275.982
2015,011000,01000,3990,000000,Otros ingresos,83.534,83.718
2015,011001,01000,3990,000000,Ingresos derivados de actuaciones judiciales,1.200,8.212
2015,020002,04100,3800,000000,Reintegro de retribuciones abonadas indebidamente en ejercicios anteriores,98.314,100.356
2015,020002,04100,3900,000000,Cuotas de derechos pasivos,3.000.000,2.405.916
2015,020002,04100,3990,000000,Otros ingresos,12.131,23.210
2015,020002,04100,8301,000000,Reintegro anticipo paga extra,69.907.952,69.566.653
2015,020002,04100,8311,000000,Reintegro de anticipos de sueldo,756.625,683.125
2015,020002,04300,3128,000000,Asistencia sanitaria. Uso especial,984.261,984.261
2015,020002,04310,8200,000000,Gestión del Montepío de funcionarios municipales,18.548.295,18.586.827
2015,020003,04440,3070,000000,Tasas académicas y derechos de examen,26.660,26.738
2015,020003,04500,4000,000000,Cursos de formación continua (INAP estatal),406.490,406.491
2015,020003,04500,4410,000000,Transferencias de otros entes públicos de la Administración de la Comunidad Foral para estudios y cursos,10,0
2015,050000,02000,3890,000000,Devolución de pagos,3.000,0
2015,050000,02000,3990,000000,Otros ingresos,16.865,16.865
2015,050000,02400,3010,000000,"Tasas por informes, certificados y demás actuaciones administrativas",150.000,163.067
2015,050000,02400,3910,000000,Multas de juego,21.000,51.000
2015,050000,02400,3910,000002,Multas de espectáculos,70.000,51.821
2015,050000,02400,3910,000003,Multas de seguridad ciudadana,192.360,736.166
2015,050000,02400,3990,000002,Otros ingresos,10,2.561
2015,050002,02600,4000,000000,Cursos de formación continua Escuela de Seguridad (INAP estatal),76.410,76.410
2015,050005,02930,3040,000000,Tasas por autorización de transportes especiales,575.000,556.850
2015,050005,02930,3090,000000,Tasas por otras autorizaciones,400,298
2015,051000,02100,3090,000000,"Tasas por informes, acompañamientos y otros",100.500,89.396
2015,051000,02100,3090,000002,Tasas por estancias de vehículos particulares en dependencias policiales,1.000,0
2015,051000,02100,3990,000000,Otros ingresos,33.064,4.556
2015,054000,02720,3090,000000,Tasas por servicios de extinción de incendios,10,0
2015,054000,02720,3090,000002,"Tasas por servicios de prevención, extinción de incendios y salvamento",10,11.156
2015,054000,02720,3990,000000,Contribuciones especiales,2.492.000,2.531.332
2015,054001,02710,3199,000000,Ingresos por traslado de cadáveres por disposición judicial,10,0
2015,054002,02700,3010,000000,Tasas por servicios administrativos,600,730
2015,054002,02700,3070,000000,Tasas académicas y derechos de examen,10,0
2015,054002,02700,3890,000000,Devolución de pagos,10,0
2015,054002,02700,3990,000000,Otros ingresos,10,100
2015,054002,02700,4909,000000,Ingresos. Proyecto Europeo Safer Pyrenees,17.190,0
2015,054002,02700,7909,000000,Ingresos. Proyecto Europeo Safer Pyrenees,12.500,0
2015,070005,05520,4909,000000,Ingresos. Proyecto Europeo Safer Pyrenees,70.322,0
2015,100000,10100,3010,000000,Tasas por servicios administrativos,1.500,550
2015,112000,11000,8900,000000,Ingresos Prórroga,40.458.521,0
2015,112000,11400,8700,000000,Remanente de tesorería afecto,1.481.933,0
2015,112002,11420,3800,000000,Reintegros,2.424.251,2.424.624
2015,112002,11420,5200,000000,Intereses de cuentas corrientes,500.000,141.454
2015,112003,11430,3010,000000,Tasas de la actividad mediadora en seguros privados,200,150
2015,112003,11430,9000,000000,Emisiones de Deuda de Navarra,311.377.033,0
2015,112003,11430,9110,000000,Préstamos en moneda nacional,134.684.807,446.000.000
2015,112003,11430,9110,000002,Financiación de la construcción del corredor navarro del Tren de Alta Velocidad,18.680.000,0
2015,114000,11300,3910,000000,Penalizaciones por incumplimientos de contratos,10,0
2015,114000,11300,3990,000000,Otros ingresos,3.336,3.086
2015,114000,11300,3990,000003,Ingresos por indemnizaciones de aseguradoras,178.341,186.017
2015,114000,11300,4309,000000,Transferencias corrientes de otras fundaciones,0,9.252
2015,114000,11300,4800,000000,Herencias legales,10,0
2015,114000,11300,4800,000002,"Donaciones, herencias y legados testamentarios",10,0
2015,114000,11300,8401,000000,Ingresos por obligaciones afianzadas,10,0
2015,114001,11300,6120,000000,Venta de bienes muebles,38.638,38.638
2015,114002,11300,3990,000000,Comisiones de avales,10,0
2015,114002,11300,5000,000000,Intereses de títulos valores,10,0
2015,114002,11300,5201,000000,Intereses de venta de bienes inmuebles a NASUVINSA,677.000,640.885
2015,114002,11300,5300,000000,"Dividendos, participaciones y beneficios",10,0
2015,114002,11300,5400,000000,Rentas de inmuebles,390.120,435.597
2015,114002,11300,5400,000002,Arrendamiento Petilla de Aragón,10,4.598
2015,114002,11300,5500,000000,Concesión demanial garajes González Tablas,95.622,95.622
2015,114002,11300,6000,000000,Venta de terrenos,10,43.676
2015,114002,11300,6000,000002,Reversión de terrenos,10,0
2015,114002,11300,6100,000000,Venta de inmuebles,10,0
2015,114002,11300,7400,000000,Ingresos de sociedades,10,0
2015,114002,11300,7901,000000,Palacio Goñi. Proyecto POCTEFA-Fondos FEDER,57.347,57.347
2015,114002,11300,8212,000000,Reintegro préstamo concedido por la venta de bienes inmuebles a NASUVINSA,1.882.238,2.666.536
