2013,0,"Dpto. Presidencia, AAPP e Interior","Departamento de Presidencia, Administraciones Públicas e Interior"
2013,00,"Dpto. Presidencia, AAPP e Interior","Departamento de Presidencia, Administraciones Públicas e Interior"
2013,000,"Dpto. Presidencia, AAPP e Interior","Departamento de Presidencia, Administraciones Públicas e Interior"
2013,0000,"Dpto. Presidencia, AAPP e Interior","Departamento de Presidencia, Administraciones Públicas e Interior"
2013,00001,"Dpto. Presidencia, AAPP e Interior","Departamento de Presidencia, Administraciones Públicas e Interior"
2013,001,Secre.Gral.Téc.Pres. AAPP e Interior,"Secretaría General Técnica de Presidencia, Administraciones Públicas e Interior"
2013,0010,Secre.Gral.Téc.Pres. AAPP e Interior,"Secretaría General Técnica de Presidencia, Administraciones Públicas e Interior"
2013,00100,Secre.Gral.Téc.Pres. AAPP e Interior,"Secretaría General Técnica de Presidencia, Administraciones Públicas e Interior"
2013,0011,Sección de Régimen Jurídico,
2013,00110,Sección de Régimen Jurídico,
2013,0012,Sección de Régimen Interior,
2013,00120,Sección de Régimen Interior,
2013,00121,Negociado de Gestión Adva y de Personal,Negociado de Gestión Administrativa y de Personal
2013,0013,Sección Económica,
2013,00130,Sección Económica,
2013,00131,Neg.Gest.Econ.y Contable,Negociado de Gestión Económica y Contable
2013,00132,Neg. Gest. Econ. de Interior,Negociado de Gestión Económica y Contable de Interior
2013,00133,Neg. Gest. Econ. de Justicia,Negociado de Gestión Económica y Contable de Justicia
2013,0015,Sc. Estadísticas y Gestión Información,Sección de Estadísticas y Gestión de la Información
2013,00150,Sc. Estadística y Gestión Información,Sección de Estadística y Gestión de la Información
2013,01,Direc.Gral.Asunt.Jurídicos y Presidencia,Dirección General de Asuntos Jurídicos y Presidencia
2013,010,Direc.Gral.Asunt.Jurídicos y Presidencia,Dirección General de Asuntos Jurídicos y Presidencia
2013,0100,Direc.Gral.Asunt.Jurídicos y Presidencia,Dirección General de Asuntos Jurídicos y Presidencia
2013,01000,Direc.Gral.Asunt.Jurídicos y Presidencia,Dirección General de Asuntos Jurídicos y Presidencia
2013,011,Servicio de Asesoría Jurídica,
2013,0110,Servicio de Asesoría Jurídica,
2013,01100,Servicio de Asesoría Jurídica,
2013,0111,Sección de Gestión Administrativa,
2013,01110,Sección de Gestión Administrativa,
2013,0112,Sección de Asuntos Civiles y Penales,
2013,01120,Sección de Asuntos Civiles y Penales,
2013,0113,Sección de lo Contencioso-Administrativo,
2013,01130,Sección de lo Contencioso Administrativo,
2013,0114,Sección de Asuntos Laborales,
2013,01140,Sección de Asuntos Laborales,
2013,0117,Sección de Asuntos Tributarios,
2013,01170,Sección de Asuntos Tributarios,
2013,012,Serv. Acción Legislativa y Coordinación,Servicio de Acción Legislativa y Coordinación
2013,0120,Serv. Acción Legislativa y Coordinación,Servicio de Acción Legislativa y Coordinación
2013,01200,Serv. Acción Legislativa y Coordinación,Servicio de Acción Legislativa y Coordinación
2013,0121,Sc. Desarrollo Legislativo y Coordinació,Sección de Desarrollo Legislativo y Coordinación
2013,01210,Sc. Desarrollo Legislativo y Coordinació,Sección de Desarrollo Legislativo y Coordinación
2013,01211,"Neg.Asociaciones,Fundaciones,Colegios Pr","Negociado de Asociaciones, Fundaciones y Colegios Profesionales"
2013,013,Servicio de Secretariado del Gobierno,
2013,0130,Servicio de Secretariado del Gobierno,
2013,01300,Servicio de Secretariado del Gobierno,
2013,01301,Neg. de Gest. Admtva. del Secret.de Gob.,Negociado de Gestión Administrativa del Secretariado de Gobierno
2013,01302,Ng. de Información al Público y Registro,Negociado de Información al Público y Registro
2013,01303,Negociado de Cartería,
2013,015,Servicio del Boletín Oficial de Navarra,
2013,0150,Servicio del Boletín Oficial de Navarra,
2013,01500,Servicio del Boletín Oficial de Navarra,
