2016,010001,00001,1000,912100,Retribuciones de altos cargos,117177,"168929,91","168929,91"
2016,010001,00001,1100,912100,Retribuciones del personal eventual,109973,"58968,34",57378
2016,010001,00001,1200,912100,Retribuciones del personal fijo,10,10,0
2016,010001,00001,1210,912100,Retribuciones del personal contratado para cubrir plazas reservadas,10,10,0
2016,010001,00001,1211,912100,Retribuciones del personal contratado para cubrir vacantes,10,10,0
2016,010001,00001,2200,912100,Material de oficina,1400,7400,"6018,27"
2016,010001,00001,2202,912100,"Prensa, revistas, libros y otras publicaciones",900,"1743,4","1700,8"
2016,010001,00001,2261,912100,Gastos diversos de la Sra. Consejera y Gabinete,4700,"856,6","717,08"
2016,010001,00001,2301,912100,Gastos de viaje de la Sra. Consejera y Gabinete,4800,2800,"2289,23"
2016,010001,00100,1200,921100,Retribuciones del personal fijo,509427,"526939,29","489921,9"
2016,010001,00100,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,39423,"66552,54","66552,14"
2016,010001,00100,1211,921100,Retribuciones del personal contratado para cubrir vacantes,55940,"55940,16","55939,81"
2016,010001,00100,2190,921100,Reparación y mantenimiento de otros bienes muebles,5000,9900,"7926,76"
2016,010001,00100,2200,921100,Material de oficina,13000,18000,"16393,89"
2016,010001,00100,2202,921100,"Prensa, revistas, libros y otras publicaciones",500,"1059,62","1059,62"
2016,010001,00100,2266,921100,"Reuniones, conferencias y cursillos",500,500,360
2016,010001,00100,2269,921100,Otros gastos diversos,10000,"2836,71","2333,24"
2016,010001,00100,2273,921100,Servicios informáticos,463,3963,"2754,44"
2016,010001,00100,2276,921100,Estudios y trabajos técnicos,1000,"1588,25","1588,25"
2016,010001,00100,2301,921100,Locomoción y gastos de viaje,4000,10000,"8198,08"
2016,010001,00100,4809,921100,Indemnizaciones por responsabilidad patrimonial,10,10,0
2016,010001,00100,4809,921102,Ejecución de sentencias,10,"47006,39","47006,39"
2016,010001,00100,6020,921100,Obras en edificios institucionales,950010,10,0
2016,010001,00100,6031,921100,Instalaciones,10,10,0
2016,010001,00100,6050,921100,Mobiliario y equipo de oficina,1000,"1769,44","1557,08"
2016,010001,00100,6060,921100,Equipos para procesos de información,12000,12000,"11914,93"
2016,010001,01000,1000,921100,Retribuciones de altos cargos,55856,55856,"55855,66"
2016,010001,01000,1200,921100,Retribuciones del personal fijo,23558,"46047,44","44690,8"
2016,010001,01000,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,10,0
2016,010001,01000,1211,921100,Retribuciones del personal contratado para cubrir vacantes,10,10,0
2016,010001,01000,2160,921100,Reparación y mantenimiento de equipos y programas,1000,1000,0
2016,010001,01000,2273,921100,Servicios informáticos,1576,1576,0
2016,010001,01000,2275,921100,Procesos electorales,10,"9705,74","9705,74"
2016,010001,01000,6020,921100,Obras en Palacio de Navarra y otros edificios institucionales,0,365614,"343448,14"
2016,010001,01000,6094,921100,Sistemas de información,2000,"31363,59","31360,18"
2016,010002,01300,1200,912300,Retribuciones del personal fijo,698263,"599369,41","579859,9"
2016,010002,01300,1210,912300,Retribuciones del personal contratado para cubrir plazas reservadas,19712,"39423,29","33417,37"
2016,010002,01300,1211,912300,Retribuciones del personal contratado para cubrir vacantes,42970,"37640,86","37640,25"
2016,010002,01300,2061,921B00,Licencias de bases de datos de jurisprudencia y legislación,30000,32331,32331
2016,010002,01300,2061,921B02,Otras licencias,801,401,0
2016,010002,01300,2120,921B00,"Reparación, mantenimiento y conservación de edificios",65000,"95648,4","58643,39"
2016,010002,01300,2160,921B00,Reparación y mantenimiento de equipos y programas informáticos,21000,"12947,87","9588,48"
2016,010002,01300,2221,921B00,Comunicaciones postales y cartería,614056,"539134,58","494115,12"
2016,010002,01300,2269,921B00,Registro y defensa de patentes y marcas,1000,"1520,6","1194,08"
2016,010002,01300,2271,921B02,Servicios de limpieza y aseo,6000,4600,"4539,92"
2016,010002,01300,2271,921B03,Limpieza de locales de Palacio de Navarra,335000,326105,"324676,89"
2016,010002,01300,2279,921B00,Servicios de comunicación con intérpretes,10,10,0
2016,010002,01300,2280,921B00,"Energía eléctrica, agua y calefacción",1000,1000,"493,16"
2016,010002,01300,2284,921B00,Material de limpieza y aseo,5000,5000,"4481,96"
2016,010002,01300,2285,921B00,Vestuario,750,850,"796,49"
2016,010002,01300,2400,921B00,Encuadernaciones y microfilmaciones,2000,1800,"729,04"
2016,010002,01300,4455,921B00,Convenio de colaboración con la UPNA para fomento del derecho navarro,10,10,0
2016,010002,01300,4709,921B00,Convenio de colaboración con la UN para fomento del derecho navarro,10,10,0
2016,010003,01000,1200,921600,Retribuciones del personal fijo,315961,"332367,98","324721,75"
2016,010003,01000,1210,921600,Retribuciones del personal contratado para cubrir plazas reservadas,19712,"17727,73","17672,21"
2016,010003,01000,1211,921600,Retribuciones del personal contratado para cubrir vacantes,24271,24271,"24270,26"
2016,010003,01000,2264,921600,Gastos de comunidad de propietarios,21000,"15730,56","13728,92"
2016,010003,01000,2271,921600,Servicios de limpieza y aseo,15000,15000,"14599,5"
2016,010003,01000,2273,921600,Servicios informáticos,20000,"13919,68",2904
2016,010003,01000,2400,921600,Impresión del Boletín Oficial de Navarra,10,10,0
2016,010004,01100,1200,921700,Retribuciones del personal fijo,649486,"675000,86","675000,86"
2016,010004,01100,1210,921700,Retribuciones del personal contratado para cubrir plazas reservadas,10,10,0
2016,010004,01100,1211,921700,Retribuciones del personal contratado para cubrir vacantes,10,10,0
2016,010004,01100,2202,921700,Adquisición de libros para la biblioteca central,3800,3800,"3726,93"
2016,010004,01100,2263,921700,Gastos jurídico-contenciosos,27000,"25986,06","21375,91"
2016,010004,01100,2400,921700,Revista jurídica de Navarra y otras colaboraciones,9000,"962,06",0
2016,010005,01700,1200,921100,Retribuciones del personal fijo,51005,126985,"126984,92"
2016,010005,01700,1210,921100,Retribuciones del personal contratado para cubrir plazas reservadas,10,10,0
2016,010005,01700,1211,921100,Retribuciones del personal contratado para cubrir vacantes,10,10,0
2016,010005,01700,2276,921100,Gastos Plan de Apertura de Datos y Reutilización,22000,22000,4235
2016,010005,01700,6094,921100,Desarrollos de la hoja de ruta de Gobierno,106420,"78434,75","64333,89"
2016,010007,01600,1200,921A00,Retribuciones del personal fijo,724834,"647319,44","618555,21"
2016,010007,01600,1210,921A00,Retribuciones del personal contratado para cubrir plazas reservadas,10,"11826,19","11816,19"
2016,010007,01600,1211,921A00,Retribuciones del personal contratado para cubrir vacantes,10,10,0
2016,010007,01600,2020,921A00,Arrendamientos de edificios y otras construcciones,8000,"7433,64","7433,64"
2016,010007,01600,2120,921A00,"Reparación, mantenimiento y conservación de edificios",2000,"3037,94","3037,94"
2016,010007,01600,2190,921A00,"Reparación, mantenimiento y conservación bienes muebles",2200,2557,"2469,96"
2016,010007,01600,2200,921A00,Material de oficina,10000,11000,"10507,04"
2016,010007,01600,2202,921A00,"Prensa, revistas, libros y otras publicaciones",600,243,"31,5"
2016,010007,01600,2239,921A00,Otros gastos de transporte,1600,1600,"931,7"
2016,010007,01600,2264,921A00,Gastos de comunidad,9700,9700,"8458,55"
2016,010007,01600,2266,921A00,"Reuniones, conferencias y cursillos",400,400,390
2016,010007,01600,2269,921A00,Otros gastos diversos,900,"1466,36","1304,23"
2016,010007,01600,2271,921A00,Servicios de limpieza y aseo,23000,20200,"20023,44"
2016,010007,01600,2280,921A00,"Energía eléctrica, agua y calefacción",8000,8000,"5830,6"
2016,010007,01600,6060,921A00,Equipos para procesos de información,2500,0,0
2016,010007,01600,6094,921A00,Sistemas de información,1500,0,0
2016,020000,04000,1000,921400,Retribuciones de altos cargos,55856,55856,"55855,66"
2016,020000,04000,1200,921400,Retribuciones del personal fijo,2525587,"2253265,72","2245149,18"
2016,020000,04000,1210,921400,Retribuciones del personal contratado para cubrir plazas reservadas,101282,"143341,03","120716,81"
2016,020000,04000,1211,921400,Retribuciones del personal contratado para cubrir vacantes,251407,"301210,53","274291,99"
2016,020000,04000,1220,921400,Retribuciones del personal contratado temporal,416332,"111611,17","37485,16"
